"Step","experiment-balanced-data - epoch","experiment-balanced-data - epoch__MIN","experiment-balanced-data - epoch__MAX","experiment-human-data - epoch","experiment-human-data - epoch__MIN","experiment-human-data - epoch__MAX"
"134166","","","","37","37","37"
"134172","","","","37","37","37"
"134174","36","36","36","","",""
"134178","","","","37","37","37"
"134183","","","","37","37","37"
"134185","","","","37","37","37"
"134202","","","","37","37","37"
"134220","","","","37","37","37"
"134228","","","","37","37","37"
"134246","36","36","36","","",""
"134248","","","","37","37","37"
"134250","","","","37","37","37"
"134252","36","36","36","","",""
"134256","36","36","36","","",""
"134262","","","","37","37","37"
"134278","","","","37","37","37"
"134279","","","","37","37","37"
"134289","36","36","36","","",""
"134302","","","","37","37","37"
"134309","","","","37","37","37"
"134329","","","","37","37","37"
"134346","","","","37","37","37"
"134366","36","36","36","","",""
"134379","36","36","36","","",""
"134392","","","","37","37","37"
"134407","","","","37","37","37"
"134414","","","","37","37","37"
"134418","36","36","36","","",""
"134420","36","36","36","","",""
"134428","","","","37","37","37"
"134442","36","36","36","","",""
"134449","","","","37","37","37"
"134460","36","36","36","","",""
"134461","","","","37","37","37"
"134463","36","36","36","","",""
"134479","","","","37","37","37"
"134485","","","","37","37","37"
"134489","","","","37","37","37"
"134496","","","","37","37","37"
"134498","","","","37","37","37"
"134507","","","","37","37","37"
"134519","","","","37","37","37"
"134520","36","36","36","","",""
"134521","36","36","36","","",""
"134522","","","","37","37","37"
"134532","","","","37","37","37"
"134533","","","","37","37","37"
"134549","36","36","36","","",""
"134555","36","36","36","","",""
"134569","","","","37","37","37"
"134592","36","36","36","","",""
"134619","36","36","36","","",""
"134621","","","","37","37","37"
"134639","36","36","36","","",""
"134669","37","37","37","","",""
"134674","","","","37","37","37"
"134698","","","","37","37","37"
"134723","","","","37","37","37"
"134734","","","","37","37","37"
"134736","","","","37","37","37"
"134738","","","","37","37","37"
"134739","37","37","37","","",""
"134750","37","37","37","","",""
"134755","","","","37","37","37"
"134762","37","37","37","","",""
"134776","37","37","37","","",""
"134784","","","","37","37","37"
"134789","37","37","37","","",""
"134792","","","","37","37","37"
"134802","37","37","37","","",""
"134811","","","","37","37","37"
"134829","","","","37","37","37"
"134840","37","37","37","","",""
"134857","","","","37","37","37"
"134865","37","37","37","","",""
"134880","","","","37","37","37"
"134899","","","","37","37","37"
"134922","37","37","37","","",""
"134923","","","","37","37","37"
"134929","","","","37","37","37"
"134935","","","","37","37","37"
"134939","","","","37","37","37"
"134949","37","37","37","","",""
"134954","37","37","37","","",""
"134956","37","37","37","","",""
"134960","","","","37","37","37"
"134993","","","","37","37","37"
"135004","","","","37","37","37"
"135010","","","","37","37","37"
"135016","37","37","37","","",""
"135017","","","","37","37","37"
"135031","37","37","37","","",""
"135033","","","","37","37","37"
"135039","","","","37","37","37"
"135045","37","37","37","","",""
"135047","","","","37","37","37"
"135049","","","","37","37","37"
"135072","","","","37","37","37"
"135073","37","37","37","","",""
"135083","37","37","37","37","37","37"
"135094","37","37","37","","",""
"135098","","","","37","37","37"
"135099","37","37","37","","",""
"135110","","","","37","37","37"
"135140","37","37","37","","",""
"135153","37","37","37","","",""
"135161","37","37","37","","",""
"135162","","","","37","37","37"
"135163","37","37","37","","",""
"135180","37","37","37","","",""
"135182","","","","37","37","37"
"135198","37","37","37","","",""
"135201","37","37","37","","",""
"135211","37","37","37","","",""
"135216","","","","37","37","37"
"135219","37","37","37","","",""
"135229","37","37","37","","",""
"135230","37","37","37","","",""
"135231","","","","37","37","37"
"135233","37","37","37","","",""
"135237","37","37","37","","",""
"135245","","","","37","37","37"
"135249","37","37","37","","",""
"135256","","","","37","37","37"
"135258","","","","37","37","37"
"135263","","","","37","37","37"
"135267","","","","37","37","37"
"135273","37","37","37","","",""
"135280","","","","37","37","37"
"135283","37","37","37","","",""
"135285","","","","37","37","37"
"135286","","","","37","37","37"
"135293","","","","37","37","37"
"135300","","","","37","37","37"
"135307","37","37","37","","",""
"135308","","","","37","37","37"
"135314","37","37","37","","",""
"135322","","","","37","37","37"
"135328","37","37","37","","",""
"135341","37","37","37","","",""
"135351","","","","37","37","37"
"135376","37","37","37","","",""
"135385","37","37","37","","",""
"135391","37","37","37","","",""
"135396","37","37","37","","",""
"135408","","","","37","37","37"
"135414","37","37","37","","",""
"135416","","","","37","37","37"
"135418","","","","37","37","37"
"135420","","","","37","37","37"
"135431","37","37","37","","",""
"135441","37","37","37","","",""
"135450","37","37","37","","",""
"135454","","","","37","37","37"
"135465","","","","37","37","37"
"135466","","","","37","37","37"
"135468","37","37","37","37","37","37"
"135470","37","37","37","","",""
"135473","37","37","37","","",""
"135475","37","37","37","37","37","37"
"135492","37","37","37","37","37","37"
"135506","37","37","37","","",""
"135561","37","37","37","","",""
"135563","","","","37","37","37"
"135576","","","","37","37","37"
"135587","37","37","37","","",""
"135590","","","","37","37","37"
"135593","37","37","37","","",""
"135594","","","","37","37","37"
"135602","","","","37","37","37"
"135605","","","","37","37","37"
"135615","","","","37","37","37"
"135647","","","","37","37","37"
"135654","","","","37","37","37"
"135661","37","37","37","","",""
"135670","","","","37","37","37"
"135672","37","37","37","","",""
"135678","","","","37","37","37"
"135684","","","","37","37","37"
"135692","37","37","37","","",""
"135696","","","","37","37","37"
"135704","","","","37","37","37"
"135715","","","","37","37","37"
"135720","37","37","37","","",""
"135724","","","","37","37","37"
"135729","37","37","37","","",""
"135735","37","37","37","","",""
"135739","","","","37","37","37"
"135740","37","37","37","","",""
"135755","","","","37","37","37"
"135765","","","","37","37","37"
"135769","","","","37","37","37"
"135771","37","37","37","","",""
"135772","","","","37","37","37"
"135774","37","37","37","","",""
"135788","","","","37","37","37"
"135809","37","37","37","","",""
"135812","37","37","37","","",""
"135819","","","","37","37","37"
"135828","37","37","37","","",""
"135850","37","37","37","","",""
"135854","37","37","37","","",""
"135858","","","","37","37","37"
"135861","","","","37","37","37"
"135863","","","","37","37","37"
"135867","","","","37","37","37"
"135870","37","37","37","","",""
"135877","","","","37","37","37"
"135887","","","","37","37","37"
"135891","","","","37","37","37"
"135911","37","37","37","","",""
"135928","","","","37","37","37"
"135931","","","","37","37","37"
"135933","37","37","37","","",""
"135946","37","37","37","","",""
"135954","37","37","37","","",""
"135964","37","37","37","","",""
"135972","37","37","37","","",""
"135973","37","37","37","","",""
"135981","","","","37","37","37"
"136001","37","37","37","","",""
"136014","37","37","37","","",""
"136027","","","","37","37","37"
"136030","","","","37","37","37"
"136048","37","37","37","","",""
"136054","","","","37","37","37"
"136056","37","37","37","","",""
"136057","37","37","37","","",""
"136065","37","37","37","","",""
"136068","37","37","37","","",""
"136070","","","","37","37","37"
"136098","37","37","37","","",""
"136101","","","","37","37","37"
"136111","37","37","37","","",""
"136113","","","","37","37","37"
"136141","37","37","37","","",""
"136155","","","","37","37","37"
"136172","","","","38","38","38"
"136198","37","37","37","","",""
"136204","","","","38","38","38"
"136213","37","37","37","","",""
"136233","","","","38","38","38"
"136236","37","37","37","","",""
"136251","","","","38","38","38"
"136254","","","","38","38","38"
"136255","","","","38","38","38"
"136258","37","37","37","","",""
"136272","37","37","37","","",""
"136283","","","","38","38","38"
"136286","","","","38","38","38"
"136288","37","37","37","","",""
"136318","37","37","37","","",""
"136320","37","37","37","","",""
"136338","37","37","37","","",""
"136343","","","","38","38","38"
"136358","","","","38","38","38"
"136376","37","37","37","","",""
"136397","","","","38","38","38"
"136400","37","37","37","","",""
"136403","","","","38","38","38"
"136404","37","37","37","","",""
"136405","37","37","37","","",""
"136430","37","37","37","","",""
"136443","37","37","37","","",""
"136447","","","","38","38","38"
"136454","37","37","37","","",""
"136478","37","37","37","","",""
"136480","37","37","37","","",""
"136481","37","37","37","","",""
"136486","","","","38","38","38"
"136494","37","37","37","38","38","38"
"136501","37","37","37","","",""
"136520","37","37","37","","",""
"136524","","","","38","38","38"
"136565","","","","38","38","38"
"136577","37","37","37","","",""
"136597","","","","38","38","38"
"136621","","","","38","38","38"
"136624","","","","38","38","38"
"136625","37","37","37","","",""
"136636","37","37","37","","",""
"136644","","","","38","38","38"
"136650","37","37","37","","",""
"136655","37","37","37","","",""
"136672","37","37","37","","",""
"136679","37","37","37","","",""
"136695","","","","38","38","38"
"136711","37","37","37","","",""
"136713","","","","38","38","38"
"136724","37","37","37","","",""
"136729","37","37","37","","",""
"136731","37","37","37","","",""
"136737","37","37","37","","",""
"136749","","","","38","38","38"
"136761","37","37","37","","",""
"136770","37","37","37","","",""
"136772","37","37","37","","",""
"136794","","","","38","38","38"
"136803","37","37","37","","",""
"136810","","","","38","38","38"
"136836","","","","38","38","38"
"136852","37","37","37","","",""
"136880","","","","38","38","38"
"136886","37","37","37","","",""
"136924","37","37","37","","",""
"136926","37","37","37","","",""
"136946","37","37","37","","",""
"136947","","","","38","38","38"
"136963","37","37","37","","",""
"136968","","","","38","38","38"
"136976","37","37","37","","",""
"136977","","","","38","38","38"
"136986","","","","38","38","38"
"136994","","","","38","38","38"
"137001","37","37","37","","",""
"137015","37","37","37","","",""
"137017","","","","38","38","38"
"137024","","","","38","38","38"
"137026","37","37","37","","",""
"137047","37","37","37","","",""
"137056","37","37","37","","",""
"137060","37","37","37","","",""
"137061","37","37","37","","",""
"137074","","","","38","38","38"
"137082","","","","38","38","38"
"137103","","","","38","38","38"
"137113","37","37","37","","",""
"137119","37","37","37","","",""
"137127","","","","38","38","38"
"137128","37","37","37","","",""
"137150","37","37","37","","",""
"137152","","","","38","38","38"
"137162","37","37","37","","",""
"137169","","","","38","38","38"
"137173","37","37","37","","",""
"137177","","","","38","38","38"
"137186","","","","38","38","38"
"137213","37","37","37","","",""
"137214","37","37","37","","",""
"137224","37","37","37","","",""
"137235","37","37","37","","",""
"137236","37","37","37","","",""
"137243","","","","38","38","38"
"137247","37","37","37","","",""
"137257","37","37","37","","",""
"137277","","","","38","38","38"
"137287","37","37","37","","",""
"137288","37","37","37","","",""
"137295","","","","38","38","38"
"137302","","","","38","38","38"
"137307","37","37","37","","",""
"137309","37","37","37","","",""
"137322","37","37","37","","",""
"137330","","","","38","38","38"
"137333","","","","38","38","38"
"137335","37","37","37","","",""
"137346","37","37","37","","",""
"137349","37","37","37","","",""
"137385","","","","38","38","38"
"137391","","","","38","38","38"
"137401","37","37","37","38","38","38"
"137406","","","","38","38","38"
"137414","","","","38","38","38"
"137428","37","37","37","","",""
"137434","","","","38","38","38"
"137444","37","37","37","","",""
"137470","37","37","37","","",""
"137472","","","","38","38","38"
"137480","","","","38","38","38"
"137489","37","37","37","","",""
"137497","37","37","37","38","38","38"
"137502","","","","38","38","38"
"137505","","","","38","38","38"
"137512","37","37","37","","",""
"137520","","","","38","38","38"
"137522","37","37","37","","",""
"137523","","","","38","38","38"
"137566","37","37","37","","",""
"137607","37","37","37","","",""
"137615","","","","38","38","38"
"137624","","","","38","38","38"
"137632","","","","38","38","38"
"137637","37","37","37","","",""
"137641","","","","38","38","38"
"137644","","","","38","38","38"
"137645","","","","38","38","38"
"137661","37","37","37","","",""
"137678","","","","38","38","38"
"137685","","","","38","38","38"
"137696","","","","38","38","38"
"137702","37","37","37","","",""
"137716","37","37","37","","",""
"137724","37","37","37","","",""
"137725","","","","38","38","38"
"137729","37","37","37","","",""
"137739","","","","38","38","38"
"137770","","","","38","38","38"
"137795","","","","38","38","38"
"137799","37","37","37","","",""
"137829","","","","38","38","38"
"137830","37","37","37","","",""
"137831","","","","38","38","38"
"137832","37","37","37","","",""
"137838","","","","38","38","38"
"137854","37","37","37","","",""
"137865","37","37","37","","",""
"137871","37","37","37","","",""
"137877","","","","38","38","38"
"137881","37","37","37","","",""
"137891","","","","38","38","38"
"137892","37","37","37","","",""
"137901","","","","38","38","38"
"137909","","","","38","38","38"
"137914","","","","38","38","38"
"137921","37","37","37","","",""
"137922","","","","38","38","38"
"137930","37","37","37","","",""
"137937","","","","38","38","38"
"137938","37","37","37","","",""
"137939","37","37","37","","",""
"137959","37","37","37","","",""
"137993","37","37","37","","",""
"137996","","","","38","38","38"
"137997","37","37","37","38","38","38"
"137999","","","","38","38","38"
"138007","","","","38","38","38"
"138009","37","37","37","","",""
"138015","37","37","37","","",""
"138025","37","37","37","","",""
"138027","","","","38","38","38"
"138032","","","","38","38","38"
"138039","37","37","37","38","38","38"
"138058","","","","38","38","38"
"138061","38","38","38","","",""
"138065","","","","38","38","38"
"138067","","","","38","38","38"
"138097","","","","38","38","38"
"138113","","","","38","38","38"
"138117","38","38","38","","",""
"138122","38","38","38","","",""
"138124","","","","38","38","38"
"138142","","","","38","38","38"
"138151","","","","38","38","38"
"138156","38","38","38","","",""
"138162","","","","38","38","38"
"138167","38","38","38","","",""
"138168","38","38","38","","",""
"138181","","","","38","38","38"
"138214","38","38","38","","",""
"138216","38","38","38","","",""
"138246","","","","38","38","38"
"138248","","","","38","38","38"
"138263","38","38","38","","",""
"138265","38","38","38","","",""
"138268","38","38","38","","",""
"138280","","","","38","38","38"
"138289","38","38","38","","",""
"138290","38","38","38","","",""
"138296","","","","38","38","38"
"138312","","","","38","38","38"
"138327","38","38","38","","",""
"138329","","","","38","38","38"
"138345","38","38","38","","",""
"138381","","","","38","38","38"
"138386","38","38","38","","",""
"138390","","","","38","38","38"
"138394","","","","38","38","38"
"138411","","","","38","38","38"
"138430","","","","38","38","38"
"138445","38","38","38","","",""
"138447","38","38","38","","",""
"138449","","","","38","38","38"
"138451","","","","38","38","38"
"138474","38","38","38","","",""
"138475","38","38","38","","",""
"138476","38","38","38","","",""
"138477","","","","38","38","38"
"138478","38","38","38","","",""
"138495","38","38","38","","",""
"138503","","","","38","38","38"
"138517","","","","38","38","38"
"138527","38","38","38","","",""
"138535","38","38","38","","",""
"138570","38","38","38","","",""
"138584","38","38","38","","",""
"138606","38","38","38","","",""
"138611","38","38","38","38","38","38"
"138614","","","","38","38","38"
"138619","38","38","38","","",""
"138623","38","38","38","38","38","38"
"138633","","","","38","38","38"
"138634","38","38","38","","",""
"138650","","","","38","38","38"
"138657","38","38","38","38","38","38"
"138672","38","38","38","","",""
"138674","38","38","38","","",""
"138691","","","","38","38","38"
"138708","","","","38","38","38"
"138717","38","38","38","","",""
"138731","","","","38","38","38"
"138734","","","","38","38","38"
"138749","38","38","38","","",""
"138760","","","","38","38","38"
"138769","38","38","38","","",""
"138770","38","38","38","","",""
"138775","38","38","38","","",""
"138779","38","38","38","","",""
"138785","","","","38","38","38"
"138790","","","","38","38","38"
"138798","","","","38","38","38"
"138801","38","38","38","","",""
"138808","38","38","38","","",""
"138823","38","38","38","","",""
"138833","38","38","38","","",""
"138834","","","","38","38","38"
"138838","","","","38","38","38"
"138864","","","","38","38","38"
"138865","38","38","38","","",""
"138871","","","","38","38","38"
"138893","38","38","38","","",""
"138896","38","38","38","","",""
"138916","38","38","38","","",""
"138920","","","","38","38","38"
"138959","38","38","38","","",""
"138960","","","","38","38","38"
"138968","38","38","38","","",""
"138971","38","38","38","","",""
"139005","38","38","38","38","38","38"
"139016","","","","38","38","38"
"139029","","","","38","38","38"
"139038","","","","38","38","38"
"139040","38","38","38","38","38","38"
"139066","38","38","38","","",""
"139068","","","","38","38","38"
"139071","","","","38","38","38"
"139092","38","38","38","","",""
"139096","38","38","38","","",""
"139100","","","","38","38","38"
"139102","38","38","38","","",""
"139107","38","38","38","","",""
"139120","","","","38","38","38"
"139126","","","","38","38","38"
"139153","","","","38","38","38"
"139163","38","38","38","","",""
"139171","","","","38","38","38"
"139177","38","38","38","","",""
"139191","","","","38","38","38"
"139208","","","","38","38","38"
"139210","38","38","38","","",""
"139219","38","38","38","","",""
"139233","","","","38","38","38"
"139245","","","","38","38","38"
"139249","38","38","38","","",""
"139250","38","38","38","","",""
"139262","38","38","38","","",""
"139275","","","","38","38","38"
"139300","38","38","38","","",""
"139303","","","","38","38","38"
"139313","38","38","38","","",""
"139326","","","","38","38","38"
"139347","","","","38","38","38"
"139365","","","","38","38","38"
"139372","38","38","38","","",""
"139400","","","","38","38","38"
"139421","38","38","38","","",""
"139422","38","38","38","","",""
"139429","38","38","38","","",""
"139431","38","38","38","","",""
"139432","","","","38","38","38"
"139443","38","38","38","","",""
"139445","","","","38","38","38"
"139448","","","","38","38","38"
"139473","","","","38","38","38"
"139492","","","","38","38","38"
"139493","38","38","38","","",""
"139501","","","","38","38","38"
"139502","","","","38","38","38"
"139508","","","","38","38","38"
"139512","38","38","38","","",""
"139514","","","","38","38","38"
"139518","","","","38","38","38"
"139519","","","","38","38","38"
"139522","38","38","38","","",""
"139525","","","","38","38","38"
"139532","","","","38","38","38"
"139553","","","","38","38","38"
"139554","38","38","38","","",""
"139555","38","38","38","38","38","38"
"139560","38","38","38","","",""
"139586","38","38","38","","",""
"139590","38","38","38","","",""
"139595","","","","39","39","39"
"139596","","","","39","39","39"
"139597","","","","39","39","39"
"139603","","","","39","39","39"
"139605","","","","39","39","39"
"139607","38","38","38","","",""
"139615","38","38","38","","",""
"139620","38","38","38","","",""
"139623","38","38","38","","",""
"139638","","","","39","39","39"
"139640","","","","39","39","39"
"139641","38","38","38","","",""
"139673","38","38","38","","",""
"139681","","","","39","39","39"
"139688","","","","39","39","39"
"139691","38","38","38","","",""
"139697","38","38","38","","",""
"139744","","","","39","39","39"
"139745","","","","39","39","39"
"139750","","","","39","39","39"
"139751","","","","39","39","39"
"139760","","","","39","39","39"
"139785","38","38","38","39","39","39"
"139796","","","","39","39","39"
"139806","","","","39","39","39"
"139811","","","","39","39","39"
"139822","38","38","38","","",""
"139826","","","","39","39","39"
"139846","38","38","38","","",""
"139872","","","","39","39","39"
"139877","38","38","38","","",""
"139889","38","38","38","","",""
"139931","38","38","38","","",""
"139932","","","","39","39","39"
"139948","","","","39","39","39"
"139955","","","","39","39","39"
"139967","38","38","38","","",""
"139969","","","","39","39","39"
"139982","38","38","38","","",""
"139988","","","","39","39","39"
"139990","38","38","38","","",""
"139999","38","38","38","","",""
"140005","38","38","38","","",""
"140007","","","","39","39","39"
"140021","38","38","38","","",""
"140031","38","38","38","","",""
"140036","38","38","38","","",""
"140038","","","","39","39","39"
"140052","38","38","38","","",""
"140061","38","38","38","","",""
"140068","","","","39","39","39"
"140072","","","","39","39","39"
"140078","38","38","38","","",""
"140085","","","","39","39","39"
"140099","38","38","38","39","39","39"
"140106","","","","39","39","39"
"140114","","","","39","39","39"
"140117","","","","39","39","39"
"140124","38","38","38","","",""
"140125","38","38","38","","",""
"140135","","","","39","39","39"
"140147","38","38","38","","",""
"140153","38","38","38","","",""
"140185","","","","39","39","39"
"140199","38","38","38","","",""
"140205","","","","39","39","39"
"140207","38","38","38","39","39","39"
"140208","38","38","38","","",""
"140211","","","","39","39","39"
"140213","","","","39","39","39"
"140219","38","38","38","","",""
"140230","38","38","38","","",""
"140263","","","","39","39","39"
"140280","38","38","38","","",""
"140292","","","","39","39","39"
"140302","","","","39","39","39"
"140309","38","38","38","","",""
"140311","38","38","38","","",""
"140312","38","38","38","","",""
"140322","38","38","38","","",""
"140326","","","","39","39","39"
"140334","38","38","38","","",""
"140337","","","","39","39","39"
"140347","","","","39","39","39"
"140357","","","","39","39","39"
"140359","38","38","38","","",""
"140373","","","","39","39","39"
"140377","38","38","38","39","39","39"
"140382","38","38","38","","",""
"140391","38","38","38","","",""
"140408","38","38","38","","",""
"140428","","","","39","39","39"
"140449","","","","39","39","39"
"140455","38","38","38","","",""
"140456","","","","39","39","39"
"140475","38","38","38","","",""
"140478","38","38","38","","",""
"140494","","","","39","39","39"
"140499","38","38","38","","",""
"140513","38","38","38","","",""
"140515","","","","39","39","39"
"140522","38","38","38","","",""
"140523","38","38","38","","",""
"140539","38","38","38","","",""
"140542","38","38","38","","",""
"140560","","","","39","39","39"
"140564","","","","39","39","39"
"140569","","","","39","39","39"
"140570","","","","39","39","39"
"140587","38","38","38","","",""
"140615","38","38","38","","",""
"140638","38","38","38","","",""
"140644","","","","39","39","39"
"140651","38","38","38","","",""
"140676","","","","39","39","39"
"140683","38","38","38","","",""
"140688","38","38","38","","",""
"140701","","","","39","39","39"
"140741","","","","39","39","39"
"140743","38","38","38","","",""
"140746","38","38","38","","",""
"140756","38","38","38","","",""
"140764","","","","39","39","39"
"140779","","","","39","39","39"
"140781","38","38","38","","",""
"140786","","","","39","39","39"
"140797","","","","39","39","39"
"140798","38","38","38","","",""
"140799","","","","39","39","39"
"140800","38","38","38","","",""
"140825","38","38","38","","",""
"140826","38","38","38","","",""
"140829","38","38","38","","",""
"140830","","","","39","39","39"
"140838","38","38","38","","",""
"140843","38","38","38","","",""
"140870","","","","39","39","39"
"140885","","","","39","39","39"
"140896","","","","39","39","39"
"140899","38","38","38","","",""
"140904","","","","39","39","39"
"140914","","","","39","39","39"
"140918","","","","39","39","39"
"140922","38","38","38","","",""
"140927","38","38","38","","",""
"140931","38","38","38","","",""
"140960","","","","39","39","39"
"140964","","","","39","39","39"
"140966","38","38","38","","",""
"140978","","","","39","39","39"
"140993","","","","39","39","39"
"140995","38","38","38","","",""
"141021","","","","39","39","39"
"141033","","","","39","39","39"
"141052","38","38","38","","",""
"141053","38","38","38","","",""
"141054","38","38","38","39","39","39"
"141063","38","38","38","","",""
"141067","38","38","38","","",""
"141072","","","","39","39","39"
"141094","","","","39","39","39"
"141108","","","","39","39","39"
"141115","38","38","38","","",""
"141119","38","38","38","","",""
"141135","38","38","38","","",""
"141136","38","38","38","","",""
"141152","","","","39","39","39"
"141166","","","","39","39","39"
"141180","","","","39","39","39"
"141182","38","38","38","","",""
"141216","","","","39","39","39"
"141220","38","38","38","","",""
"141223","38","38","38","","",""
"141237","38","38","38","","",""
"141256","","","","39","39","39"
"141264","38","38","38","","",""
"141275","","","","39","39","39"
"141280","","","","39","39","39"
"141306","38","38","38","","",""
"141308","38","38","38","","",""
"141311","","","","39","39","39"
"141313","","","","39","39","39"
"141323","","","","39","39","39"
"141354","","","","39","39","39"
"141364","38","38","38","","",""
"141370","38","38","38","","",""
"141374","","","","39","39","39"
"141381","38","38","38","","",""
"141386","","","","39","39","39"
"141387","","","","39","39","39"
"141388","","","","39","39","39"
"141389","38","38","38","","",""
"141416","","","","39","39","39"
"141431","","","","39","39","39"
"141434","38","38","38","","",""
"141442","39","39","39","","",""
"141446","","","","39","39","39"
"141454","","","","39","39","39"
"141455","39","39","39","","",""
"141460","","","","39","39","39"
"141467","","","","39","39","39"
"141470","39","39","39","","",""
"141477","39","39","39","","",""
"141478","39","39","39","","",""
"141492","39","39","39","","",""
"141508","","","","39","39","39"
"141520","39","39","39","","",""
"141522","","","","39","39","39"
"141527","","","","39","39","39"
"141534","","","","39","39","39"
"141535","39","39","39","39","39","39"
"141551","39","39","39","","",""
"141560","39","39","39","39","39","39"
"141561","","","","39","39","39"
"141576","","","","39","39","39"
"141579","39","39","39","","",""
"141602","39","39","39","","",""
"141606","","","","39","39","39"
"141612","","","","39","39","39"
"141629","","","","39","39","39"
"141637","","","","39","39","39"
"141672","39","39","39","","",""
"141674","39","39","39","","",""
"141689","39","39","39","","",""
"141698","","","","39","39","39"
"141702","","","","39","39","39"
"141703","","","","39","39","39"
"141707","39","39","39","","",""
"141708","","","","39","39","39"
"141710","","","","39","39","39"
"141714","","","","39","39","39"
"141721","39","39","39","","",""
"141725","","","","39","39","39"
"141733","","","","39","39","39"
"141761","","","","39","39","39"
"141768","","","","39","39","39"
"141776","","","","39","39","39"
"141789","39","39","39","","",""
"141791","","","","39","39","39"
"141820","","","","39","39","39"
"141824","39","39","39","","",""
"141826","","","","39","39","39"
"141835","","","","39","39","39"
"141838","","","","39","39","39"
"141840","","","","39","39","39"
"141849","","","","39","39","39"
"141854","39","39","39","","",""
"141859","39","39","39","","",""
"141881","","","","39","39","39"
"141904","39","39","39","39","39","39"
"141908","39","39","39","","",""
"141909","39","39","39","","",""
"141915","39","39","39","","",""
"141917","39","39","39","","",""
"141928","","","","39","39","39"
"141935","","","","39","39","39"
"141945","","","","39","39","39"
"141956","39","39","39","","",""
"141958","","","","39","39","39"
"141982","","","","39","39","39"
"141993","","","","39","39","39"
"142009","39","39","39","","",""
"142022","","","","39","39","39"
"142024","","","","39","39","39"
"142025","39","39","39","","",""
"142029","","","","39","39","39"
"142038","39","39","39","","",""
"142046","","","","39","39","39"
"142048","39","39","39","","",""
"142057","","","","39","39","39"
"142058","39","39","39","","",""
"142065","","","","39","39","39"
"142084","39","39","39","","",""
"142086","39","39","39","","",""
"142095","","","","39","39","39"
"142100","39","39","39","39","39","39"
"142102","","","","39","39","39"
"142115","39","39","39","","",""
"142116","39","39","39","","",""
"142132","39","39","39","","",""
"142147","39","39","39","","",""
"142148","","","","39","39","39"
"142149","39","39","39","","",""
"142185","","","","39","39","39"
"142191","39","39","39","","",""
"142199","","","","39","39","39"
"142203","","","","39","39","39"
"142211","","","","39","39","39"
"142229","39","39","39","","",""
"142243","39","39","39","39","39","39"
"142250","","","","39","39","39"
"142251","39","39","39","","",""
"142259","","","","39","39","39"
"142271","39","39","39","","",""
"142275","","","","39","39","39"
"142281","39","39","39","","",""
"142288","39","39","39","","",""
"142311","","","","39","39","39"
"142328","","","","39","39","39"
"142338","","","","39","39","39"
"142349","","","","39","39","39"
"142352","39","39","39","","",""
"142354","","","","39","39","39"
"142372","","","","39","39","39"
"142392","39","39","39","","",""
"142399","","","","39","39","39"
"142416","39","39","39","","",""
"142423","","","","39","39","39"
"142433","","","","39","39","39"
"142440","","","","39","39","39"
"142442","39","39","39","39","39","39"
"142444","39","39","39","","",""
"142447","","","","39","39","39"
"142453","","","","39","39","39"
"142455","","","","39","39","39"
"142466","39","39","39","","",""
"142474","","","","39","39","39"
"142486","39","39","39","","",""
"142487","","","","39","39","39"
"142508","","","","39","39","39"
"142512","39","39","39","39","39","39"
"142515","39","39","39","","",""
"142526","","","","39","39","39"
"142532","","","","39","39","39"
"142565","","","","39","39","39"
"142572","","","","39","39","39"
"142576","39","39","39","","",""
"142579","","","","39","39","39"
"142588","","","","39","39","39"
"142597","","","","39","39","39"
"142601","","","","39","39","39"
"142604","39","39","39","","",""
"142605","","","","39","39","39"
"142609","39","39","39","","",""
"142618","","","","39","39","39"
"142634","39","39","39","","",""
"142673","39","39","39","","",""
"142674","39","39","39","","",""
"142704","39","39","39","","",""
"142710","39","39","39","","",""
"142723","39","39","39","","",""
"142728","","","","39","39","39"
"142730","","","","39","39","39"
"142740","39","39","39","","",""
"142741","39","39","39","","",""
"142746","","","","39","39","39"
"142755","","","","39","39","39"
"142759","","","","39","39","39"
"142771","39","39","39","","",""
"142774","39","39","39","","",""
"142781","","","","39","39","39"
"142793","39","39","39","","",""
"142810","39","39","39","","",""
"142814","39","39","39","","",""
"142820","39","39","39","","",""
"142825","39","39","39","","",""
"142834","39","39","39","","",""
"142850","39","39","39","","",""
"142852","","","","39","39","39"
"142867","39","39","39","","",""
"142884","","","","39","39","39"
"142897","","","","39","39","39"
"142899","","","","39","39","39"
"142902","","","","39","39","39"
"142914","39","39","39","","",""
"142936","39","39","39","","",""
"142942","","","","39","39","39"
"142948","39","39","39","","",""
"142952","39","39","39","","",""
"142955","39","39","39","","",""
"142967","39","39","39","","",""
"142970","39","39","39","","",""
"142972","","","","39","39","39"
"142982","","","","39","39","39"
"142985","","","","39","39","39"
"142995","39","39","39","","",""
"142997","","","","39","39","39"
"143028","","","","39","39","39"
"143031","","","","39","39","39"
"143043","39","39","39","39","39","39"
"143062","39","39","39","","",""
"143065","","","","39","39","39"
"143073","","","","39","39","39"
"143075","","","","39","39","39"
"143088","","","","39","39","39"
"143098","","","","39","39","39"
"143130","39","39","39","","",""
"143141","","","","39","39","39"
"143146","","","","39","39","39"
"143168","","","","39","39","39"
"143172","","","","39","39","39"
"143174","39","39","39","","",""
"143180","39","39","39","","",""
"143183","39","39","39","","",""
"143188","39","39","39","","",""
